q,psi
-0.93,-0.61
-0.52,-0.47
-0.7,-1.15
-0.24,-0.94
-0.6,-1.2
-0.21,-0.97
-0.56,-1.28
-0.33,-1.2
-0.51,-1.31
-0.55,-1.14
-0.74,-0.63
-0.57,-0.67
-0.88,-1.52
-0.24,-1.27
-0.39,-1.45
-0.24,-1.39
-0.45,-1.65
-0.27,-1.62
-0.53,-1.74
-0.56,-1.44
-0.47,-0.61
-0.55,-0.75
-0.57,-1.52
-0.17,-1.47
-0.5,-1.8
-0.28,-1.81
-0.46,-2.05
-0.42,-2.1
-0.52,-2.09
-0.59,-1.7
-0.31,-0.63
-0.5,-0.74
-0.59,-1.44
-0.26,-1.53
-0.4,-1.8
-0.46,-1.89
-0.54,-2.05
-0.66,-2.15
-0.66,-2.07
-0.61,-1.67
-0.38,-0.68
-0.67,-0.53
-0.27,-0.73
-0.75,-1.1
-0.94,-1.28
-0.42,-1.05
-0.46,-1.04
-0.33,-0.98
-0.33,-0.95
-0.62,-0.93
-0.48,-0.47
0.67,0.53
0.27,0.73
0.75,1.1
0.94,1.28
0.42,1.05
0.45,1.04
0.33,0.98
0.33,0.95
0.62,0.93
0.47,0.47
0.5,0.74
0.59,1.44
0.26,1.53
0.4,1.8
0.46,1.89
0.54,2.05
0.66,2.16
0.66,2.07
0.61,1.67
0.38,0.68
0.55,0.75
0.57,1.52
0.17,1.47
0.5,1.8
0.28,1.81
0.46,2.04
0.42,2.1
0.52,2.09
0.59,1.7
0.31,0.63
0.57,0.67
0.88,1.52
0.24,1.27
0.39,1.45
0.24,1.39
0.45,1.65
0.27,1.62
0.53,1.74
0.56,1.44
0.47,0.61
0.52,0.47
0.7,1.15
0.24,0.94
0.6,1.2
0.21,0.97
0.56,1.28
0.33,1.2
0.51,1.31
0.55,1.14
0.74,0.63
0.57,0.34
0.88,0.98
0.31,0.73
0.79,1.03
0.28,0.67
0.65,0.97
0.5,0.93
0.57,0.98
0.6,0.89
0.93,0.61
0.51,0.17
0.94,0.81
0.5,0.63
0.91,0.86
0.39,0.46
0.75,0.74
0.63,0.72
0.67,0.74
0.68,0.66
0.91,0.47
0.6,0.08
1.01,0.63
0.71,0.53
0.92,0.63
0.5,0.28
0.85,0.54
0.73,0.51
0.77,0.53
0.77,0.48
0.93,0.35
0.74,0.03
0.99,0.36
0.89,0.36
0.93,0.38
0.71,0.19
0.95,0.36
0.84,0.33
0.88,0.34
0.88,0.32
1.06,0.28
0.92,-0.0
0.9,0.05
0.82,0.03
0.96,0.11
1.01,0.12
0.96,0.13
0.96,0.12
0.92,0.09
0.93,0.1
1.11,0.14
-0.94,-0.02
-0.92,-0.09
-0.87,-0.09
-1.02,-0.18
-1.0,-0.15
-0.96,-0.16
-0.94,-0.14
-0.93,-0.14
-0.99,-0.18
-1.21,-0.22
-0.76,-0.06
-0.99,-0.41
-0.89,-0.42
-0.92,-0.45
-0.72,-0.28
-0.96,-0.47
-0.84,-0.42
-0.89,-0.45
-0.9,-0.44
-1.14,-0.38
-0.64,-0.12
-1.02,-0.7
-0.71,-0.61
-0.9,-0.71
-0.5,-0.41
-0.88,-0.72
-0.72,-0.67
-0.78,-0.68
-0.78,-0.61
-0.99,-0.44
-0.49,-0.18
-0.97,-0.88
-0.51,-0.73
-0.89,-0.97
-0.38,-0.62
-0.79,-0.97
-0.63,-0.91
-0.68,-0.91
-0.7,-0.8
-0.98,-0.55
-0.53,-0.32
-0.9,-1.04
-0.33,-0.82
-0.78,-1.15
-0.29,-0.87
-0.7,-1.24
-0.49,-1.15
-0.6,-1.18
-0.62,-0.99
-0.84,-0.57
-0.47,-0.43
-0.67,-1.15
-0.23,-1.0
-0.6,-1.32
-0.23,-1.17
-0.61,-1.54
-0.34,-1.44
-0.56,-1.52
-0.56,-1.21
-0.52,-0.5
-0.52,-0.64
-0.86,-1.52
-0.21,-1.29
-0.4,-1.55
-0.26,-1.57
-0.47,-1.87
-0.3,-1.85
-0.59,-1.96
-0.57,-1.53
-0.33,-0.53
-0.59,-0.78
-0.6,-1.58
-0.18,-1.51
-0.51,-1.87
-0.28,-1.92
-0.47,-2.21
-0.43,-2.27
-0.56,-2.25
-0.61,-1.79
-0.36,-0.68
-0.44,-0.74
-0.68,-1.51
-0.28,-1.5
-0.35,-1.78
-0.42,-1.97
-0.49,-2.15
-0.62,-2.25
-0.65,-2.13
-0.63,-1.71
-0.49,-0.76
-0.77,-0.59
-0.39,-0.78
-0.3,-0.84
-0.85,-1.22
-0.74,-1.26
-0.6,-1.22
-0.53,-1.15
-0.24,-0.92
-0.42,-0.83
-0.48,-0.46
0.77,0.59
0.39,0.78
0.3,0.84
0.85,1.22
0.74,1.26
0.6,1.22
0.53,1.15
0.24,0.92
0.42,0.83
0.48,0.46
0.44,0.74
0.68,1.51
0.28,1.5
0.35,1.78
0.42,1.97
0.49,2.14
0.62,2.25
0.65,2.13
0.63,1.71
0.49,0.76
0.59,0.78
0.6,1.58
0.18,1.51
0.51,1.87
0.28,1.92
0.47,2.21
0.43,2.27
0.55,2.25
0.61,1.79
0.36,0.68
0.52,0.64
0.86,1.52
0.21,1.29
0.4,1.55
0.26,1.57
0.47,1.87
0.3,1.85
0.59,1.96
0.57,1.53
0.33,0.53
0.47,0.43
0.67,1.15
0.23,1.0
0.6,1.32
0.23,1.17
0.61,1.54
0.34,1.44
0.56,1.52
0.56,1.21
0.52,0.5
0.53,0.32
0.9,1.04
0.33,0.82
0.78,1.15
0.29,0.87
0.7,1.24
0.49,1.15
0.6,1.18
0.62,0.99
0.84,0.57
0.49,0.18
0.97,0.88
0.51,0.73
0.89,0.97
0.38,0.62
0.79,0.97
0.63,0.91
0.68,0.91
0.7,0.8
0.98,0.55
0.64,0.12
1.02,0.7
0.71,0.61
0.9,0.71
0.5,0.41
0.88,0.72
0.72,0.67
0.78,0.68
0.78,0.61
0.99,0.44
0.76,0.06
0.99,0.41
0.89,0.42
0.92,0.45
0.72,0.28
0.96,0.47
0.84,0.42
0.89,0.45
0.9,0.44
1.14,0.38
0.94,0.02
0.92,0.09
0.87,0.09
1.02,0.18
1.0,0.15
0.96,0.16
0.94,0.14
0.92,0.14
0.99,0.18
1.21,0.22
-0.97,-0.05
-0.95,-0.14
-0.93,-0.16
-1.05,-0.23
-0.97,-0.17
-0.95,-0.19
-0.95,-0.18
-0.98,-0.22
-1.09,-0.29
-1.31,-0.29
-0.77,-0.1
-0.99,-0.48
-0.88,-0.49
-0.91,-0.52
-0.74,-0.38
-0.98,-0.59
-0.83,-0.52
-0.9,-0.56
-0.92,-0.55
-1.19,-0.45
-0.69,-0.19
-1.03,-0.78
-0.71,-0.71
-0.88,-0.81
-0.51,-0.56
-0.92,-0.91
-0.71,-0.8
-0.79,-0.8
-0.79,-0.69
-1.0,-0.46
-0.51,-0.23
-0.99,-0.99
-0.53,-0.86
-0.86,-1.1
-0.4,-0.82
-0.84,-1.21
-0.61,-1.07
-0.69,-1.04
-0.7,-0.84
-0.92,-0.5
-0.52,-0.34
-0.94,-1.15
-0.35,-0.97
-0.77,-1.32
-0.32,-1.1
-0.75,-1.5
-0.48,-1.34
-0.62,-1.32
-0.61,-1.0
-0.62,-0.42
-0.45,-0.43
-0.66,-1.2
-0.24,-1.11
-0.62,-1.5
-0.26,-1.4
-0.65,-1.8
-0.35,-1.66
-0.61,-1.71
-0.54,-1.25
-0.36,-0.4
-0.42,-0.59
-0.83,-1.53
-0.17,-1.35
-0.42,-1.68
-0.28,-1.74
-0.49,-2.09
-0.34,-2.08
-0.65,-2.16
-0.57,-1.62
-0.37,-0.58
-0.62,-0.8
-0.62,-1.64
-0.18,-1.58
-0.53,-1.94
-0.27,-2.0
-0.49,-2.34
-0.44,-2.42
-0.57,-2.4
-0.63,-1.9
-0.49,-0.79
-0.38,-0.73
-0.72,-1.62
-0.35,-1.57
-0.32,-1.72
-0.36,-1.92
-0.44,-2.17
-0.58,-2.34
-0.62,-2.22
-0.59,-1.73
-0.5,-0.78
-0.73,-0.6
-0.7,-0.97
-0.22,-0.8
-0.45,-0.97
-0.72,-1.21
-0.66,-1.29
-0.79,-1.36
-0.48,-1.12
-0.31,-0.8
-0.37,-0.41
0.73,0.6
0.7,0.97
0.22,0.8
0.45,0.97
0.72,1.2
0.65,1.28
0.79,1.36
0.49,1.12
0.31,0.8
0.37,0.41
0.38,0.73
0.72,1.62
0.36,1.57
0.32,1.72
0.36,1.92
0.44,2.17
0.58,2.34
0.62,2.22
0.59,1.73
0.5,0.78
0.62,0.8
0.62,1.64
0.18,1.58
0.53,1.94
0.27,2.0
0.49,2.34
0.44,2.42
0.57,2.4
0.63,1.9
0.49,0.79
0.42,0.59
0.83,1.53
0.17,1.35
0.42,1.68
0.28,1.74
0.49,2.09
0.34,2.08
0.65,2.16
0.57,1.62
0.37,0.58
0.45,0.43
0.66,1.2
0.24,1.11
0.62,1.5
0.26,1.4
0.65,1.8
0.35,1.66
0.61,1.71
0.54,1.25
0.36,0.4
0.52,0.34
0.94,1.15
0.35,0.97
0.77,1.32
0.32,1.1
0.75,1.5
0.48,1.34
0.62,1.32
0.61,1.0
0.62,0.42
0.51,0.23
0.99,0.99
0.53,0.86
0.86,1.1
0.4,0.82
0.84,1.21
0.61,1.07
0.69,1.04
0.7,0.84
0.92,0.5
0.69,0.19
1.03,0.78
0.71,0.71
0.88,0.81
0.51,0.56
0.92,0.91
0.71,0.8
0.79,0.8
0.79,0.69
1.0,0.46
0.77,0.1
0.99,0.48
0.88,0.49
0.91,0.52
0.74,0.38
0.98,0.59
0.83,0.52
0.9,0.56
0.92,0.55
1.19,0.45
0.97,0.05
0.95,0.14
0.93,0.16
1.05,0.23
0.97,0.17
0.95,0.19
0.95,0.18
0.98,0.22
1.09,0.29
1.31,0.29
-1.03,-0.09
-1.01,-0.21
-0.99,-0.23
-1.05,-0.26
-0.95,-0.2
-0.97,-0.24
-0.99,-0.26
-1.08,-0.33
-1.17,-0.37
-1.36,-0.32
-0.77,-0.14
-1.0,-0.55
-0.88,-0.56
-0.89,-0.59
-0.76,-0.5
-0.99,-0.7
-0.82,-0.6
-0.92,-0.65
-0.93,-0.59
-1.17,-0.44
-0.73,-0.25
-1.02,-0.87
-0.71,-0.82
-0.86,-0.93
-0.54,-0.74
-0.95,-1.08
-0.69,-0.89
-0.8,-0.87
-0.78,-0.68
-0.91,-0.38
-0.56,-0.3
-1.0,-1.12
-0.55,-1.02
-0.84,-1.26
-0.42,-1.03
-0.89,-1.43
-0.58,-1.18
-0.7,-1.11
-0.68,-0.8
-0.77,-0.36
-0.52,-0.41
-0.99,-1.31
-0.37,-1.16
-0.77,-1.52
-0.34,-1.34
-0.79,-1.74
-0.46,-1.49
-0.65,-1.43
-0.57,-0.97
-0.46,-0.3
-0.5,-0.49
-0.67,-1.32
-0.27,-1.29
-0.64,-1.72
-0.29,-1.65
-0.68,-2.05
-0.36,-1.86
-0.66,-1.88
-0.51,-1.3
-0.4,-0.43
-0.32,-0.56
-0.82,-1.59
-0.14,-1.47
-0.45,-1.87
-0.3,-1.94
-0.52,-2.29
-0.38,-2.27
-0.68,-2.34
-0.59,-1.74
-0.52,-0.7
-0.61,-0.8
-0.63,-1.72
-0.17,-1.69
-0.55,-2.07
-0.28,-2.1
-0.51,-2.43
-0.45,-2.53
-0.58,-2.52
-0.63,-1.98
-0.51,-0.83
-0.38,-0.74
-0.7,-1.71
-0.42,-1.74
-0.35,-1.79
-0.32,-1.87
-0.38,-2.1
-0.52,-2.32
-0.63,-2.32
-0.55,-1.78
-0.39,-0.74
-0.53,-0.53
-0.89,-1.12
-0.55,-1.03
-0.28,-0.9
-0.52,-1.04
-0.48,-1.14
-0.7,-1.32
-0.81,-1.34
-0.51,-0.96
-0.31,-0.4
0.53,0.53
0.89,1.12
0.55,1.03
0.28,0.9
0.52,1.04
0.48,1.13
0.7,1.32
0.81,1.34
0.51,0.96
0.31,0.41
0.38,0.74
0.7,1.71
0.42,1.74
0.36,1.79
0.32,1.87
0.38,2.1
0.52,2.32
0.63,2.32
0.55,1.78
0.39,0.74
0.61,0.8
0.63,1.72
0.17,1.69
0.55,2.07
0.28,2.1
0.51,2.43
0.45,2.53
0.58,2.52
0.63,1.98
0.51,0.83
0.32,0.56
0.82,1.59
0.14,1.47
0.45,1.87
0.3,1.94
0.52,2.29
0.38,2.27
0.68,2.34
0.59,1.74
0.52,0.7
0.5,0.49
0.67,1.32
0.27,1.29
0.64,1.72
0.29,1.65
0.68,2.05
0.36,1.86
0.66,1.88
0.51,1.3
0.4,0.43
0.52,0.41
0.99,1.31
0.37,1.16
0.77,1.52
0.34,1.34
0.79,1.74
0.46,1.49
0.65,1.43
0.57,0.97
0.45,0.3
0.56,0.3
1.0,1.12
0.55,1.02
0.84,1.26
0.42,1.03
0.89,1.43
0.58,1.18
0.7,1.11
0.68,0.8
0.77,0.36
0.73,0.25
1.02,0.87
0.71,0.82
0.86,0.93
0.54,0.74
0.95,1.08
0.69,0.89
0.8,0.87
0.78,0.68
0.91,0.38
0.77,0.14
1.0,0.55
0.88,0.56
0.89,0.59
0.76,0.5
0.99,0.7
0.82,0.6
0.92,0.65
0.93,0.59
1.17,0.44
1.03,0.09
1.01,0.21
0.99,0.22
1.05,0.26
0.94,0.2
0.97,0.24
1.0,0.26
1.08,0.33
1.17,0.37
1.36,0.32
-1.11,-0.15
-1.07,-0.27
-1.0,-0.26
-1.02,-0.27
-0.95,-0.25
-1.03,-0.33
-1.07,-0.34
-1.16,-0.4
-1.19,-0.38
-1.33,-0.3
-0.78,-0.18
-1.0,-0.61
-0.87,-0.62
-0.88,-0.66
-0.8,-0.63
-1.0,-0.81
-0.8,-0.66
-0.94,-0.68
-0.92,-0.55
-1.06,-0.34
-0.76,-0.31
-1.01,-0.95
-0.7,-0.92
-0.84,-1.05
-0.59,-0.93
-0.98,-1.23
-0.65,-0.93
-0.81,-0.88
-0.75,-0.6
-0.78,-0.26
-0.63,-0.4
-0.99,-1.24
-0.56,-1.18
-0.83,-1.43
-0.46,-1.26
-0.92,-1.61
-0.54,-1.25
-0.72,-1.14
-0.64,-0.73
-0.65,-0.26
-0.52,-0.49
-1.05,-1.5
-0.4,-1.38
-0.77,-1.74
-0.38,-1.6
-0.81,-1.95
-0.44,-1.61
-0.67,-1.52
-0.51,-0.95
-0.44,-0.29
-0.61,-0.61
-0.7,-1.51
-0.3,-1.53
-0.67,-1.97
-0.31,-1.91
-0.7,-2.28
-0.38,-2.04
-0.71,-2.03
-0.51,-1.38
-0.56,-0.55
-0.3,-0.59
-0.82,-1.71
-0.14,-1.65
-0.48,-2.11
-0.32,-2.17
-0.54,-2.49
-0.42,-2.45
-0.71,-2.47
-0.62,-1.85
-0.55,-0.75
-0.52,-0.79
-0.65,-1.8
-0.15,-1.84
-0.57,-2.27
-0.28,-2.25
-0.52,-2.54
-0.46,-2.58
-0.57,-2.57
-0.62,-2.02
-0.38,-0.77
-0.47,-0.77
-0.67,-1.75
-0.45,-1.93
-0.4,-1.99
-0.32,-1.96
-0.34,-2.07
-0.43,-2.21
-0.62,-2.3
-0.62,-1.87
-0.35,-0.74
-0.35,-0.45
-0.71,-1.06
-0.89,-1.28
-0.48,-1.1
-0.46,-1.05
-0.43,-1.05
-0.38,-1.09
-0.69,-1.26
-0.79,-1.13
-0.44,-0.49
0.35,0.45
0.71,1.06
0.89,1.28
0.48,1.1
0.46,1.05
0.43,1.05
0.38,1.09
0.69,1.26
0.79,1.13
0.44,0.49
0.47,0.77
0.67,1.75
0.45,1.93
0.4,1.99
0.32,1.96
0.34,2.07
0.43,2.2
0.62,2.3
0.62,1.87
0.35,0.74
0.52,0.79
0.65,1.8
0.15,1.84
0.57,2.27
0.28,2.25
0.52,2.54
0.46,2.58
0.57,2.57
0.62,2.02
0.38,0.77
0.3,0.59
0.82,1.71
0.14,1.65
0.48,2.11
0.32,2.17
0.54,2.49
0.42,2.44
0.71,2.47
0.62,1.85
0.55,0.75
0.61,0.61
0.7,1.51
0.3,1.53
0.67,1.97
0.31,1.91
0.7,2.27
0.38,2.04
0.71,2.03
0.51,1.38
0.56,0.55
0.52,0.49
1.05,1.5
0.4,1.38
0.77,1.74
0.38,1.6
0.81,1.95
0.44,1.61
0.67,1.52
0.51,0.95
0.44,0.29
0.63,0.39
0.99,1.24
0.56,1.18
0.83,1.43
0.46,1.26
0.92,1.61
0.54,1.25
0.72,1.14
0.64,0.73
0.65,0.26
0.76,0.31
1.01,0.95
0.7,0.92
0.84,1.05
0.59,0.93
0.98,1.23
0.65,0.93
0.81,0.88
0.75,0.6
0.78,0.26
0.78,0.18
1.0,0.61
0.87,0.62
0.88,0.66
0.8,0.63
1.0,0.81
0.8,0.66
0.94,0.68
0.92,0.55
1.06,0.34
1.11,0.15
1.07,0.27
1.0,0.26
1.02,0.27
0.95,0.25
1.03,0.33
1.07,0.34
1.16,0.4
1.19,0.38
1.33,0.3
-1.21,-0.21
-1.08,-0.31
-0.99,-0.28
-1.02,-0.32
-1.01,-0.33
-1.1,-0.4
-1.11,-0.37
-1.17,-0.39
-1.13,-0.31
-1.25,-0.23
-0.82,-0.23
-1.01,-0.67
-0.85,-0.68
-0.88,-0.75
-0.85,-0.76
-1.0,-0.89
-0.77,-0.64
-0.95,-0.64
-0.88,-0.44
-0.94,-0.22
-0.75,-0.34
-1.01,-1.02
-0.69,-1.01
-0.83,-1.17
-0.64,-1.1
-0.99,-1.32
-0.59,-0.91
-0.81,-0.84
-0.7,-0.49
-0.7,-0.16
-0.71,-0.48
-0.95,-1.33
-0.57,-1.32
-0.82,-1.59
-0.5,-1.46
-0.93,-1.73
-0.49,-1.26
-0.73,-1.14
-0.57,-0.65
-0.64,-0.23
-0.5,-0.55
-1.1,-1.68
-0.41,-1.59
-0.77,-1.96
-0.41,-1.83
-0.81,-2.12
-0.42,-1.71
-0.7,-1.6
-0.46,-0.96
-0.56,-0.37
-0.7,-0.74
-0.75,-1.73
-0.35,-1.79
-0.69,-2.24
-0.34,-2.16
-0.72,-2.48
-0.41,-2.21
-0.75,-2.17
-0.55,-1.48
-0.64,-0.62
-0.42,-0.72
-0.82,-1.88
-0.15,-1.86
-0.51,-2.36
-0.33,-2.41
-0.56,-2.69
-0.45,-2.6
-0.71,-2.56
-0.65,-1.9
-0.4,-0.68
-0.42,-0.78
-0.68,-1.91
-0.12,-1.98
-0.59,-2.49
-0.28,-2.46
-0.52,-2.68
-0.46,-2.64
-0.55,-2.56
-0.63,-2.04
-0.34,-0.76
-0.52,-0.81
-0.72,-1.81
-0.44,-2.02
-0.45,-2.21
-0.35,-2.16
-0.34,-2.17
-0.35,-2.14
-0.53,-2.16
-0.68,-1.89
-0.48,-0.83
-0.37,-0.43
-0.4,-0.89
-0.78,-1.26
-0.78,-1.35
-0.59,-1.24
-0.56,-1.18
-0.37,-1.04
-0.33,-1.01
-0.72,-1.07
-0.61,-0.58
0.37,0.43
0.4,0.89
0.78,1.26
0.78,1.35
0.59,1.24
0.56,1.17
0.37,1.04
0.33,1.01
0.72,1.07
0.61,0.58
0.52,0.81
0.72,1.81
0.44,2.02
0.45,2.21
0.35,2.16
0.34,2.17
0.35,2.14
0.52,2.16
0.68,1.89
0.49,0.83
0.42,0.78
0.68,1.91
0.12,1.98
0.59,2.49
0.28,2.45
0.52,2.68
0.46,2.64
0.55,2.56
0.63,2.04
0.34,0.76
0.42,0.72
0.82,1.88
0.15,1.86
0.51,2.36
0.33,2.4
0.56,2.69
0.45,2.6
0.71,2.56
0.65,1.9
0.4,0.68
0.7,0.74
0.75,1.73
0.35,1.78
0.69,2.24
0.34,2.16
0.72,2.48
0.41,2.21
0.75,2.17
0.55,1.48
0.65,0.62
0.5,0.55
1.1,1.68
0.41,1.59
0.77,1.96
0.41,1.83
0.81,2.12
0.42,1.71
0.7,1.6
0.46,0.96
0.56,0.37
0.71,0.48
0.95,1.33
0.57,1.32
0.82,1.59
0.5,1.46
0.93,1.73
0.49,1.26
0.73,1.14
0.57,0.65
0.64,0.23
0.75,0.34
1.01,1.02
0.69,1.01
0.83,1.17
0.64,1.1
0.99,1.32
0.59,0.91
0.81,0.84
0.7,0.49
0.7,0.16
0.82,0.23
1.01,0.67
0.85,0.68
0.88,0.75
0.85,0.76
1.0,0.89
0.77,0.64
0.95,0.64
0.88,0.44
0.94,0.22
1.21,0.21
1.08,0.31
0.99,0.28
1.03,0.32
1.01,0.33
1.11,0.4
1.11,0.37
1.17,0.39
1.13,0.31
1.25,0.23
-1.29,-0.26
-1.07,-0.32
-1.0,-0.32
-1.08,-0.38
-1.07,-0.4
-1.11,-0.41
-1.07,-0.32
-1.11,-0.3
-1.04,-0.2
-1.17,-0.16
-0.9,-0.3
-1.0,-0.71
-0.84,-0.74
-0.89,-0.84
-0.88,-0.85
-0.98,-0.87
-0.72,-0.55
-0.95,-0.55
-0.84,-0.31
-0.86,-0.12
-0.72,-0.36
-1.01,-1.07
-0.69,-1.09
-0.83,-1.28
-0.69,-1.22
-0.97,-1.32
-0.53,-0.81
-0.82,-0.77
-0.65,-0.38
-0.71,-0.14
-0.79,-0.55
-0.89,-1.39
-0.58,-1.44
-0.81,-1.73
-0.53,-1.6
-0.91,-1.77
-0.44,-1.23
-0.75,-1.14
-0.52,-0.61
-0.73,-0.28
-0.52,-0.62
-1.12,-1.82
-0.41,-1.76
-0.78,-2.15
-0.44,-2.01
-0.8,-2.22
-0.41,-1.77
-0.73,-1.67
-0.45,-1.0
-0.67,-0.44
-0.66,-0.8
-0.82,-1.94
-0.39,-2.02
-0.71,-2.47
-0.37,-2.38
-0.73,-2.65
-0.45,-2.36
-0.79,-2.28
-0.59,-1.55
-0.55,-0.59
-0.62,-0.9
-0.84,-2.09
-0.19,-2.09
-0.54,-2.59
-0.35,-2.62
-0.58,-2.86
-0.48,-2.72
-0.69,-2.6
-0.65,-1.92
-0.32,-0.66
-0.44,-0.86
-0.7,-2.06
-0.09,-2.11
-0.61,-2.67
-0.29,-2.64
-0.52,-2.82
-0.46,-2.72
-0.5,-2.53
-0.63,-2.04
-0.53,-0.87
-0.48,-0.84
-0.83,-1.94
-0.47,-2.08
-0.48,-2.33
-0.4,-2.34
-0.37,-2.33
-0.32,-2.21
-0.39,-2.04
-0.62,-1.8
-0.61,-0.9
-0.47,-0.48
-0.36,-0.87
-0.43,-1.06
-0.7,-1.31
-0.71,-1.37
-0.7,-1.35
-0.69,-1.26
-0.29,-0.97
-0.45,-0.89
-0.58,-0.54
0.47,0.48
0.36,0.86
0.43,1.06
0.7,1.31
0.71,1.37
0.7,1.35
0.69,1.26
0.29,0.97
0.46,0.89
0.58,0.54
0.48,0.84
0.83,1.94
0.47,2.08
0.48,2.33
0.4,2.34
0.37,2.33
0.32,2.2
0.39,2.04
0.62,1.8
0.61,0.9
0.44,0.86
0.7,2.06
0.09,2.11
0.61,2.66
0.29,2.63
0.52,2.82
0.46,2.72
0.5,2.52
0.63,2.04
0.53,0.87
0.62,0.9
0.84,2.09
0.19,2.09
0.54,2.59
0.35,2.61
0.58,2.86
0.48,2.72
0.69,2.6
0.65,1.92
0.32,0.66
0.66,0.8
0.81,1.94
0.39,2.02
0.71,2.46
0.37,2.38
0.73,2.65
0.45,2.36
0.79,2.28
0.59,1.55
0.55,0.59
0.52,0.62
1.12,1.82
0.41,1.76
0.78,2.15
0.44,2.01
0.8,2.22
0.41,1.77
0.73,1.67
0.45,1.0
0.67,0.44
0.79,0.55
0.89,1.39
0.58,1.44
0.81,1.73
0.53,1.6
0.91,1.77
0.44,1.23
0.75,1.14
0.52,0.61
0.73,0.28
0.72,0.36
1.01,1.07
0.69,1.09
0.83,1.28
0.68,1.22
0.97,1.32
0.53,0.81
0.82,0.77
0.65,0.38
0.71,0.14
0.9,0.3
1.0,0.71
0.84,0.74
0.89,0.84
0.88,0.85
0.98,0.87
0.72,0.55
0.95,0.55
0.84,0.31
0.86,0.12
1.29,0.26
1.07,0.32
1.0,0.32
1.08,0.38
1.07,0.4
1.11,0.41
1.07,0.32
1.11,0.3
1.04,0.2
1.17,0.16
-1.32,-0.29
-1.04,-0.33
-1.06,-0.37
-1.12,-0.42
-1.04,-0.37
-1.03,-0.32
-0.99,-0.21
-1.05,-0.21
-0.97,-0.12
-1.13,-0.12
-1.02,-0.38
-0.98,-0.74
-0.85,-0.79
-0.91,-0.89
-0.9,-0.85
-0.94,-0.77
-0.67,-0.41
-0.96,-0.46
-0.8,-0.21
-0.84,-0.09
-0.71,-0.39
-1.02,-1.11
-0.69,-1.15
-0.84,-1.34
-0.71,-1.25
-0.92,-1.23
-0.47,-0.68
-0.84,-0.71
-0.59,-0.31
-0.8,-0.18
-0.8,-0.59
-0.83,-1.4
-0.61,-1.53
-0.81,-1.81
-0.56,-1.67
-0.85,-1.73
-0.41,-1.18
-0.77,-1.14
-0.48,-0.59
-0.85,-0.35
-0.63,-0.7
-1.08,-1.89
-0.39,-1.87
-0.79,-2.28
-0.46,-2.12
-0.77,-2.26
-0.43,-1.83
-0.77,-1.74
-0.47,-1.03
-0.66,-0.45
-0.55,-0.82
-0.88,-2.1
-0.42,-2.21
-0.73,-2.64
-0.39,-2.54
-0.74,-2.76
-0.49,-2.46
-0.81,-2.34
-0.61,-1.58
-0.45,-0.56
-0.67,-1.0
-0.88,-2.28
-0.24,-2.31
-0.55,-2.78
-0.36,-2.78
-0.6,-2.99
-0.49,-2.8
-0.64,-2.59
-0.63,-1.93
-0.47,-0.76
-0.61,-1.03
-0.71,-2.25
-0.06,-2.27
-0.62,-2.81
-0.3,-2.76
-0.51,-2.91
-0.46,-2.77
-0.44,-2.48
-0.59,-2.0
-0.69,-0.96
-0.45,-0.9
-0.9,-2.12
-0.54,-2.24
-0.52,-2.41
-0.43,-2.42
-0.41,-2.42
-0.37,-2.31
-0.32,-2.04
-0.5,-1.67
-0.51,-0.82
-0.51,-0.53
-0.56,-1.02
-0.35,-1.05
-0.42,-1.16
-0.61,-1.29
-0.56,-1.31
-0.87,-1.42
-0.65,-1.2
-0.4,-0.86
-0.46,-0.47
0.51,0.53
0.55,1.02
0.35,1.05
0.42,1.15
0.61,1.29
0.56,1.31
0.87,1.42
0.65,1.2
0.4,0.86
0.46,0.47
0.45,0.9
0.9,2.12
0.54,2.23
0.52,2.41
0.43,2.42
0.41,2.42
0.37,2.31
0.32,2.03
0.5,1.67
0.51,0.82
0.61,1.03
0.71,2.25
0.06,2.27
0.62,2.81
0.3,2.76
0.51,2.91
0.46,2.77
0.44,2.48
0.59,2.0
0.69,0.96
0.67,1.0
0.88,2.28
0.24,2.31
0.55,2.78
0.36,2.77
0.6,2.99
0.49,2.8
0.64,2.59
0.63,1.93
0.47,0.76
0.55,0.81
0.88,2.1
0.42,2.21
0.73,2.64
0.39,2.54
0.74,2.76
0.49,2.46
0.81,2.34
0.61,1.58
0.45,0.56
0.63,0.7
1.08,1.89
0.39,1.87
0.79,2.28
0.46,2.12
0.77,2.26
0.43,1.83
0.77,1.74
0.47,1.03
0.66,0.45
0.8,0.59
0.83,1.4
0.61,1.53
0.81,1.81
0.56,1.67
0.86,1.73
0.41,1.18
0.77,1.14
0.48,0.59
0.85,0.35
0.71,0.39
1.02,1.11
0.69,1.15
0.84,1.34
0.71,1.25
0.92,1.23
0.47,0.68
0.84,0.71
0.59,0.31
0.8,0.18
1.02,0.38
0.98,0.74
0.85,0.79
0.91,0.89
0.9,0.85
0.94,0.77
0.67,0.41
0.96,0.46
0.79,0.21
0.84,0.09
1.32,0.29
1.04,0.33
1.06,0.37
1.12,0.42
1.04,0.37
1.03,0.32
0.99,0.21
1.05,0.21
0.97,0.12
1.13,0.12
-1.29,-0.29
-1.05,-0.34
-1.12,-0.39
-1.05,-0.36
-0.94,-0.26
-0.95,-0.2
-0.95,-0.13
-1.01,-0.15
